Ambience	p.Denominator	Overall court grouping	p.Find Your Court	p.Select A Measure	ReadMe	Lat	Location	Lon	NTA Code	Name	Neighborhood	Notable?	Number of Records	Overall	Quality	Borough	Size	Surface	Table Name	URL v2	URL
15	100	Mediocre	2	56	Hi	40.671645	Glenmore Ave. and Watkins St.	-73.908203	BK81	Howard Playground	Brownsville	N	1	56	9	Brooklyn	23	9	Brooklyn	https://i.imgsafe.org/dd/dd789e82df.jpeg	https://i.imgur.com/M7h1v1i.jpg
19	100	Very Good	2	87	Hi	40.672451	304 5thÂ St.	-73.985288	BK37	J.J. Byrne Playground	Park Slope	N	1	87	20	Brooklyn	25	23	Brooklyn	https://i.imgsafe.org/de/de042d9f66.jpeg	https://i.imgur.com/rTzrUoF.jpg
14	100	Poor	2	45	Hi	40.680019	Marion St. and Malcolm X. Blvd.	-73.92784	BK35	Jackie Robinson Park (Brooklyn)	Bedford-Stuyvesant	N	1	45	11	Brooklyn	7	13	Brooklyn	https://i.imgsafe.org/dd/dd78a85173.jpeg	https://i.imgur.com/FBLi0bk.jpg
14	100	Poor	2	48	Hi	40.665631	McKeever Pl. and Montgomery St.	-73.95911	BK61	Jackie Robinson Playground	Crown Heights	N	1	48	15	Brooklyn	9	10	Brooklyn	https://i.imgsafe.org/dd/dd78ab9408.jpeg	https://i.imgur.com/o11T643.jpg
13	100	Mediocre	2	52	Hi	40.624855	1216 E 58th St.	-73.91933	BK58	Jacob Joffe Fields	Flatlands	N	1	52	15	Brooklyn	18	6	Brooklyn	https://i.imgsafe.org/dd/dd78ae8b3e.jpeg	https://i.imgur.com/jjfgMei.jpg
18	100	Mediocre	2	70	Hi	40.7133	Marcy Ave. and Metropolitan Ave.	-73.954615	BK72	Jaime Campiz Playground	Williamsburg	N	1	70	19	Brooklyn	17	16	Brooklyn	https://i.imgsafe.org/de/de273a0a72.jpeg	https://i.imgur.com/H3mqV0T.jpg
20	100	Mediocre	2	65	Hi	40.658742	Jerome St. and Wortman Ave.	-73.87981	BK85	Jerome Playground	East New York	N	1	65	18	Brooklyn	6	21	Brooklyn	https://i.imgsafe.org/de/de1530ef00.jpeg	https://i.imgur.com/UFwvZsJ.jpg
15	100	Mediocre	2	57	Hi	40.691194	125 Stuyvesant Ave.	-73.932742	BK35	Jesse Owens Playground	Bedford-Stuyvesant	N	1	57	8	Brooklyn	25	9	Brooklyn	https://i.imgsafe.org/de/de152f0786.jpeg	https://i.imgur.com/SqTLBHy.jpg
6	100	Poor	2	34	Hi	40.639773	65th St. and 3rd Ave.	-74.023982	BK32	John Allen Payne Park	Sunset Park	N	1	34	11	Brooklyn	7	10	Brooklyn	https://i.imgsafe.org/de/de15385921.jpeg	https://i.imgur.com/mZEbS7h.jpg
12	100	Poor	2	42	Hi	40.682197	Hancock St. and Spencer Pl.	-73.954362	BK35	John Hancock Playground	Bedford-Stuyvesant	N	1	42	15	Brooklyn	6	9	Brooklyn	https://i.imgsafe.org/de/de154089d1.jpeg	https://i.imgur.com/lJK8Kli.jpg
10	100	Poor	2	43	Hi	40.613802	Fort Hamilton Pkwy and 97th St.	-74.029907	BK31	John J. Carty Park	Bay Ridge	N	1	43	3	Brooklyn	25	5	Brooklyn	https://i.imgsafe.org/de/de1542ef1e.jpeg	https://i.imgur.com/7WylEhF.jpg
24	100	Very Good	2	98	Hi	40.578232	Neptune Ave. and W 29th St.	-73.996292	BK21	Kaiser Park	Coney Island	Y	1	98	25	Brooklyn	25	24	Brooklyn	https://i.imgsafe.org/de/de154687ae.jpeg	https://i.imgur.com/2xABlmN.jpg
18	100	Mediocre	2	50	Hi	40.603873	Avenue S and E 15th St.	-73.957329	BK17	Kelly Playground (Brooklyn)	Sheepshead Bay	N	1	50	14	Brooklyn	7	11	Brooklyn	https://i.imgsafe.org/de/de1548ec72.jpeg	https://i.imgur.com/RRpfvuz.jpg
17	100	Poor	2	48	Hi	40.658601	304 E 93rd St	-73.922143	BK91	Kennedy King Playground	East Flatbush	N	1	48	12	Brooklyn	8	11	Brooklyn	https://i.imgsafe.org/de/de154c382f.jpeg	https://i.imgur.com/KpDfkAc.jpg
15	100	Poor	2	40	Hi	40.619916	1249 E 18th St.	-73.958117	BK43	Kolbert Playground	Midwood	N	1	40	11	Brooklyn	9	5	Brooklyn	https://i.imgsafe.org/de/de1551ac3d.jpeg	https://i.imgur.com/60tJYZm.jpg
5	100	Poor	2	42	Hi	40.709917	S. 5th St. and Havemeyer St.	-73.959457	BK72	La Guardia Playground	Williamsburg	N	1	42	10	Brooklyn	17	10	Brooklyn	https://i.imgsafe.org/de/de1559b123.jpeg	https://i.imgur.com/Xhronst.jpg
14	100	Mediocre	2	52	Hi	40.690123	273 Franklin Ave.	-73.957404	BK35	Lafayette Gardens Playground	Bedford-Stuyvesant	N	1	52	20	Brooklyn	3	15	Brooklyn	https://i.imgsafe.org/de/de155c47f0.jpeg	https://i.imgur.com/bclq1d2.jpg
14	100	Mediocre	2	62	Hi	40.594483	Benson Ave. and Bay 43rd St.	-73.985315	BK77	Lafayette Playground	Bushwick	N	1	62	15	Brooklyn	19	14	Brooklyn	https://i.imgsafe.org/de/de1553d688.jpeg	https://i.imgur.com/aR7MjHM.jpg
17	100	Very Good	2	79	Hi	40.6316	66th St. and 8th Ave.	-74.013064	BK31	Leif Ericson Park	Bay Ridge	N	1	79	17	Brooklyn	25	20	Brooklyn	https://i.imgsafe.org/de/de1562f63f.jpeg	https://i.imgur.com/Pmq5bAv.jpg
20	100	Mediocre	2	61	Hi	40.666326	Buffalo Ave. and E New York Ave.	-73.926503	BK61	Lincoln Terrace / Arthur S. Somers Park	Crown Heights	N	1	61	8	Brooklyn	23	10	Brooklyn	https://i.imgsafe.org/de/de1564828f.jpeg	https://i.imgur.com/ywTs7NN.jpg
22	100	Very Good	2	92	Hi	40.658816	559 Stanley Ave.	-73.886848	BK85	Linden Park	East New York	N	1	92	22	Brooklyn	25	23	Brooklyn	https://i.imgsafe.org/de/de157128fa.jpeg	https://i.imgur.com/bK640C9.jpg
17	100	Mediocre	2	66	Hi	40.613288	2200 Mill Ave.	-73.911825	BK45	Lindower Park	Bergen Beach	N	1	66	15	Brooklyn	10	24	Brooklyn	https://i.imgsafe.org/de/de156b5e46.jpeg	https://i.imgur.com/hy1cdPW.jpg
15	100	Mediocre	2	62	Hi	40.665998	786 Linwood St.	-73.880106	BK85	Linwood Playground	East New York	N	1	62	19	Brooklyn	14	14	Brooklyn	https://i.imgsafe.org/de/de15767fa0.jpeg	https://i.imgur.com/SAdMAlo.jpg
9	100	Poor	2	48	Hi	40.662698	Snediker Ave. and Riverdale Ave.	-73.899709	BK81	Lion's Pride Playground	Brownsville	N	1	48	13	Brooklyn	12	14	Brooklyn	https://i.imgsafe.org/de/de1578819d.jpeg	https://i.imgur.com/oglndN5.jpg
12	100	Poor	2	41	Hi	40.618957	71st St. and 16th Ave.	-73.998626	BK28	Lt. Joseph Petrosino Park	Bensonhurst	N	1	41	10	Brooklyn	7	12	Brooklyn	https://i.imgsafe.org/de/de157c4f94.jpeg	https://i.imgur.com/lcOEIW4.jpg
1	100	Poor	2	30	Hi	40.575883	Surf Ave. and W 10th St.	-73.977975	BK21	Luna Park	Coney Island	N	1	30	8	Brooklyn	18	3	Brooklyn	https://i.imgsafe.org/de/de157f31b7.jpeg	https://i.imgur.com/jaLgy1z.jpg
25	100	Mediocre	2	67	Hi	40.576753	Oriental Blvd. and Ocean Ave.	-73.94622	BK17	Manhattan Beach Park	Sheepshead Bay	N	1	67	10	Brooklyn	21	11	Brooklyn	https://i.imgsafe.org/de/de15831db4.jpeg	https://i.imgur.com/ndvWJ63.jpg
7	100	Poor	2	44	Hi	40.663475	350 Sterling St.	-73.94912	BK60	Marc's & Jason's Playground	Prospect Lefferts Gardens	N	1	44	15	Brooklyn	14	8	Brooklyn	https://i.imgsafe.org/de/de158679b6.jpeg	https://i.imgur.com/1wI9guV.jpg
4	100	Poor	2	28	Hi	40.707397	Marcy Ave. and Division Ave.	-73.958193	BK72	Marcy Park South	Williamsburg	N	1	28	10	Brooklyn	3	11	Brooklyn	https://i.imgsafe.org/de/de158c74e6.jpeg	https://i.imgur.com/xOpNgZN.jpg
21	100	Mediocre	2	64	Hi	40.695535	Marcy Ave. and Myrtle Ave.	-73.94951	BK35	Marcy Playground	Bedford-Stuyvesant	N	1	64	9	Brooklyn	14	20	Brooklyn	https://i.imgsafe.org/de/de158959b5.jpeg	https://i.imgur.com/fU8QSTi.jpg
24	100	Mediocre	2	65	Hi	40.703612	Starr St. and Irving Ave.	-73.924014	BK77	Maria Hernandez Park	Bushwick	N	1	65	11	Brooklyn	13	17	Brooklyn	https://i.imgsafe.org/de/de158f2be1.jpeg	https://i.imgur.com/yo3uFal.jpg
12	100	Mediocre	2	58	Hi	40.596896	Avenue X and Stuart St.	-73.927874	BK45	Marine Park (Dr. John's Playground)	Bergen Beach	N	1	58	15	Brooklyn	25	6	Brooklyn	https://i.imgsafe.org/de/de15931a43.jpeg	https://i.imgur.com/QudfCPI.jpg
21	100	Very Good	2	75	Hi	40.608609	Fillmore Ave. and E 31st St.	-73.936584	BK45	Marine Park (PS 278)	Bergen Beach	N	1	75	19	Brooklyn	25	10	Brooklyn	https://i.imgsafe.org/de/de15973d4a.jpeg	https://i.imgur.com/JwkIS45.jpg
24	100	Mediocre	2	63	Hi	40.681706	Marion St. and Thomas S Boyland St.	-73.913943	BK35	Marion Hopkinson Playground	Bedford-Stuyvesant	N	1	63	15	Brooklyn	7	17	Brooklyn	https://i.imgsafe.org/de/de15993822.jpeg	https://i.imgur.com/0eAzC5k.jpg
14	100	Mediocre	2	50	Hi	40.590944	2330 W 11th St.	-73.980861	BK26	Marlboro Playground	Gravesend	N	1	50	12	Brooklyn	14	10	Brooklyn	https://i.imgsafe.org/de/de15a1167f.jpeg	https://i.imgur.com/Crzt5jc.jpg
22	100	Very Good	2	76	Hi	40.667645	Blake Ave. and Miller Ave.	-73.890468	BK85	Martin Luther King Jr. Playground	East New York	N	1	76	20	Brooklyn	14	20	Brooklyn	https://i.imgsafe.org/de/de2ab3f635.jpeg	https://i.imgur.com/tIYhnOb.jpg
12	100	Poor	2	39	Hi	40.645922	2nd Ave. and 55th St.	-74.019702	BK32	Martin Luther Playground	Sunset Park	N	1	39	7	Brooklyn	14	6	Brooklyn	https://i.imgsafe.org/de/de2aae6a05.jpeg	https://i.imgur.com/5nmblEr.jpg
22	100	Mediocre	2	72	Hi	40.709149	Scholes St. and Graham Ave.	-73.944175	BK90	Martinez Playground	East Williamsburg	N	1	72	22	Brooklyn	7	21	Brooklyn	https://i.imgsafe.org/de/de2aad79f0.jpeg	https://i.imgur.com/Ohxfir0.jpg
18	100	Mediocre	2	60	Hi	40.721264	Manhattan Ave. and Engert Ave.	-73.949455	BK72	McCarren Park (Abate Playground)	Williamsburg	N	1	60	20	Brooklyn	7	15	Brooklyn	https://i.imgsafe.org/de/de2abaa392.jpeg	https://i.imgur.com/UGn2wyh.jpg
6	100	Poor	2	35	Hi	40.721408	Bedford Ave. and N 12th St.	-73.954534	BK72	McCarren Park (Bedford Ave. and N 12th St.)	Williamsburg	N	1	35	15	Brooklyn	9	5	Brooklyn	https://i.imgsafe.org/de/de2ab4bfda.jpeg	https://i.imgur.com/ixyqq1Y.jpg
17	100	Poor	2	47	Hi	40.626229	Bay Ridge Pkwy and Fort Hamilton Pkwy	-74.01664	BK30	McKinley Park	Dyker Heights	N	1	47	12	Brooklyn	10	8	Brooklyn	https://i.imgsafe.org/de/de2abac404.jpeg	https://i.imgur.com/O9GMZfD.jpg
24	100	Very Good	2	82	Hi	40.696384	Tillary St. and Jay St.	-73.986268	BK38	McLaughlin Park	Dumbo	N	1	82	21	Brooklyn	14	23	Brooklyn	https://i.imgsafe.org/de/de2ac4e124.jpeg	https://i.imgur.com/cr4PIvl.jpg
12	100	Poor	2	37	Hi	40.596812	Avenue V and E 14th St.	-73.957275	BK17	Mellett Playground	Sheepshead Bay	N	1	37	9	Brooklyn	6	10	Brooklyn	https://i.imgsafe.org/de/de2ac8acea.jpeg	https://i.imgur.com/wWOPI61.jpg
16	100	Mediocre	2	58	Hi	40.700835	40 Lynch St.	-73.955182	BK72	Middleton Playground	Williamsburg	N	1	58	9	Brooklyn	14	19	Brooklyn	https://i.imgsafe.org/de/de2acd9fc9.jpeg	https://i.imgur.com/X3JZzGH.jpg
18	100	Mediocre	2	54	Hi	40.571694	Surf Ave. and W 32nd St.	-73.996913	BK21	Nautilus Playground	Coney Island	N	1	54	19	Brooklyn	7	10	Brooklyn	https://i.imgsafe.org/de/de2ad0155a.jpeg	https://i.imgur.com/DX9tb1B.jpg
14	100	Mediocre	2	73	Hi	40.662432	405 Watkins St.	-73.905772	BK81	Nehemiah Park	Brownsville	N	1	73	20	Brooklyn	14	25	Brooklyn	https://i.imgsafe.org/de/de2ad45c74.jpeg	https://i.imgur.com/qqvE9Ry.jpg
4	100	Poor	2	34	Hi	40.578216	2840 W 12th St.	-73.980852	BK21	Neptune Playground	Coney Island	N	1	34	8	Brooklyn	7	15	Brooklyn	https://i.imgsafe.org/de/de2ad5e7f7.jpeg	https://i.imgur.com/ORuuzEx.jpg
15	100	Poor	2	47	Hi	40.661016	Riverdale Ave. and Thatford Ave.	-73.907274	BK81	Newport Playground	Brownsville	N	1	47	10	Brooklyn	13	9	Brooklyn	https://i.imgsafe.org/de/de2adab1d5.jpeg	https://i.imgur.com/PNx0We2.jpg
18	100	Mediocre	2	61	Hi	40.735925	Commercial St. and Dupont St.	-73.960354	BK76	Newtown Barge Playground	Greenpoint	N	1	61	15	Brooklyn	7	21	Brooklyn	https://i.imgsafe.org/de/de2adbf252.jpeg	https://i.imgur.com/srf61uI.jpg
16	100	Poor	2	48	Hi	40.684475	160 Wyckoff St.	-73.987634	BK37	Nicholas Naquan Heyward Jr. Park	Park Slope	N	1	48	9	Brooklyn	14	9	Brooklyn	https://i.imgsafe.org/de/de2ae23b4c.jpeg	https://i.imgur.com/KFScaaZ.jpg
10	100	Mediocre	2	53	Hi	40.638439	3002 Foster Ave.	-73.947037	BK91	Nostrand Playground	East Flatbush	N	1	53	9	Brooklyn	25	9	Brooklyn	https://i.imgsafe.org/de/de2ae2bb5f.jpeg	https://i.imgur.com/ND7SwWm.jpg
16	100	Mediocre	2	52	Hi	40.674417	Dean St. and Rockaway Ave.	-73.911803	BK81	Ocean Hill Playground	Brownsville	N	1	52	7	Brooklyn	21	8	Brooklyn	https://i.imgsafe.org/de/de2aeb247e.jpeg	https://i.imgur.com/GCZSPE6.jpg
12	100	Poor	2	40	Hi	40.693822	121 Adelphi St.	-73.971212	BK68	Oracle Playground	Fort Greene	N	1	40	12	Brooklyn	6	10	Brooklyn	https://i.imgsafe.org/de/de2a814ced.jpeg	https://i.imgur.com/kKtgH0h.jpg
12	100	Mediocre	2	58	Hi	40.655807	Hegeman Ave. and Thatford Ave.	-73.905976	BK81	Osborn Playground	Brownsville	N	1	58	10	Brooklyn	16	20	Brooklyn	https://i.imgsafe.org/de/de2a81510d.jpeg	https://i.imgur.com/cgrdLWJ.jpg
15	100	Mediocre	2	56	Hi	40.69773	Flushing Ave. and N. Oxford St.	-73.976039	BK68	Oxport Playground	Fort Greene	N	1	56	15	Brooklyn	14	12	Brooklyn	https://i.imgsafe.org/de/de2a8aeccd.jpeg	https://i.imgur.com/m3PvUMo.jpg
23	100	Very Good	2	77	Hi	40.638647	1421 Albany Ave.	-73.937815	BK91	Paerdegat Park	East Flatbush	N	1	77	22	Brooklyn	7	25	Brooklyn	https://i.imgsafe.org/de/de2a8a5d74.jpeg	https://i.imgur.com/yFFBlHy.jpg
22	100	Mediocre	2	72	Hi	40.690463	257 Adelphi St.	-73.97088	BK69	Parham Playground	Clinton Hill	N	1	72	9	Brooklyn	19	22	Brooklyn	https://i.imgsafe.org/de/de2a9150f5.jpeg	https://i.imgur.com/ROGvsft.jpg
25	100	Very Good	2	94	Hi	40.656561	164 Winthrop St.	-73.954026	BK60	Parkside Playground	Prospect Lefferts Gardens	N	1	94	23	Brooklyn	21	25	Brooklyn	https://i.imgsafe.org/de/de2a945516.jpeg	https://i.imgur.com/Q7oX5lI.jpg
6	100	Poor	2	26	Hi	40.619114	1157 80th St.	-74.013481	BK30	Patrick O'Rourke Park	Dyker Heights	N	1	26	8	Brooklyn	7	5	Brooklyn	https://i.imgsafe.org/de/de2a97edc2.jpeg	https://i.imgur.com/5husl0m.jpg
10	100	Poor	2	29	Hi	40.649172	47th St. and 3rd Ave.	-74.012131	BK32	Pena Herrera Park	Sunset Park	N	1	29	5	Brooklyn	7	7	Brooklyn	https://i.imgsafe.org/de/de2a9a7126.jpeg	https://i.imgur.com/SsUGgLQ.jpg
10	100	Mediocre	2	56	Hi	40.666319	1239 Stanley Ave.	-73.862883	BK85	Pink Playground	East New York	N	1	56	20	Brooklyn	8	18	Brooklyn	https://i.imgsafe.org/de/de2aa13294.jpeg	https://i.imgur.com/Pj6jn7F.jpg
13	100	Mediocre	2	61	Hi	40.644139	70 Avenue K	-73.892971	BK50	Playground 279	Canarsie	N	1	61	12	Brooklyn	20	16	Brooklyn	https://i.imgsafe.org/de/de2aa19331.jpeg	https://i.imgur.com/f0qhwJO.jpg
11	100	Poor	2	41	Hi	40.59092	2520 Batchelder St.	-73.938442	BK17	Playground 286	Sheepshead Bay	N	1	41	12	Brooklyn	7	11	Brooklyn	https://i.imgsafe.org/de/de2aa6eb17.jpeg	https://i.imgur.com/IhU60y2.jpg
17	100	Mediocre	2	65	Hi	40.682223	Tompkins Ave. and Halsey St.	-73.944333	BK35	Potomac Playground	Bedford-Stuyvesant	N	1	65	10	Brooklyn	25	13	Brooklyn	https://i.imgsafe.org/de/de2aa83500.jpeg	https://i.imgur.com/fZF9ap7.jpg
14	100	Mediocre	2	52	Hi	40.618406	1730 E 49th St.	-73.927603	BK58	Power Playground	Flatlands	N	1	52	16	Brooklyn	7	15	Brooklyn	https://i.imgsafe.org/de/de3de20e10.jpeg	https://i.imgur.com/khWVsq3.jpg
19	100	Mediocre	2	64	Hi	40.651569	Parade Pl. and Crooke Ave.	-73.966742	BK99	Prospect Park (Parade Grounds)	Prospect Park	N	1	64	18	Brooklyn	14	13	Brooklyn	https://i.imgsafe.org/de/de3de88c1c.jpeg	https://i.imgur.com/sPdMxiX.jpg
19	100	Very Good	2	88	Hi	40.693853	223 Pulaski St.	-73.941397	BK35	Pulaski Playground	Bedford-Stuyvesant	N	1	88	24	Brooklyn	23	22	Brooklyn	https://i.imgsafe.org/de/de3deaa8bd.jpeg	https://i.imgur.com/4hpXhJq.jpg
16	100	Mediocre	2	52	Hi	40.640601	5523 6th Ave.	-74.011007	BK32	Rainbow Playground	Sunset Park	N	1	52	8	Brooklyn	18	10	Brooklyn	https://i.imgsafe.org/de/de3df2394a.jpeg	https://i.imgur.com/2FhgFOl.jpg
23	100	Very Good	2	75	Hi	40.706022	318 McKibbin St.	-73.934143	BK90	Ramirez Playground	East Williamsburg	N	1	75	20	Brooklyn	10	22	Brooklyn	https://i.imgsafe.org/de/de3df1d0da.jpeg	https://i.imgur.com/rmKwqE8.jpg
20	100	Mediocre	2	57	Hi	40.636882	53rd St. and Fort Hamilton Pkwy	-74.000707	BK88	Rappaport Playground	Borough Park	N	1	57	19	Brooklyn	7	11	Brooklyn	https://i.imgsafe.org/de/de3dfbfc3c.jpeg	https://i.imgur.com/6JQQyp9.jpg
17	100	Mediocre	2	65	Hi	40.68654	458 Monroe St.	-73.939872	BK35	Raymond Bush Playground	Bedford-Stuyvesant	N	1	65	13	Brooklyn	19	16	Brooklyn	https://i.imgsafe.org/de/de3dfafbb8.jpeg	https://i.imgur.com/WwU0VHx.jpg
20	100	Very Good	2	81	Hi	40.673888	Lorraine St. and Henry St.	-74.003975	BK33	Red Hook Recreation Area	Carroll Gardens - Red Hook	N	1	81	16	Brooklyn	25	20	Brooklyn	https://i.imgsafe.org/de/de3e03d7e0.jpeg	https://i.imgur.com/Hp7sncT.jpg
20	100	Mediocre	2	68	Hi	40.687674	Madison St. and Patchem Ave.	-73.92662	BK35	Reinaldo Salgado Playground	Bedford-Stuyvesant	N	1	68	15	Brooklyn	13	20	Brooklyn	https://i.imgsafe.org/de/de3e04ba88.jpeg	https://i.imgur.com/sCdXJ6i.jpg
15	100	Mediocre	2	62	Hi	40.642354	1100 Glenwood Rd	-73.907325	BK50	Remsen Playground	Canarsie	N	1	62	22	Brooklyn	9	16	Brooklyn	https://i.imgsafe.org/de/de3e0a43e2.jpeg	https://i.imgur.com/MCFVvyv.jpg
15	100	Mediocre	2	70	Hi	40.709074	Rodney St. and S 5th St.	-73.956351	BK72	Rodney Park North	Williamsburg	N	1	70	20	Brooklyn	13	22	Brooklyn	https://i.imgsafe.org/de/de3e0aebc6.jpeg	https://i.imgur.com/L5Ih3Di.jpg
11	100	Mediocre	2	55	Hi	40.707546	Rodney St. and S 9th St.	-73.957265	BK72	Rodney Park South	Williamsburg	N	1	55	15	Brooklyn	14	15	Brooklyn	https://i.imgsafe.org/de/de3e11f7db.jpeg	https://i.imgur.com/V6WfaBJ.jpg
7	100	Poor	2	32	Hi	40.706428	Wilson St. and Lee Ave.	-73.961165	BK72	Roebling Playground	Williamsburg	N	1	32	8	Brooklyn	12	5	Brooklyn	https://i.imgsafe.org/de/de3e135fb3.jpeg	https://i.imgur.com/0gjd7yS.jpg
