Ambience	p.Denominator	Overall court grouping	p.Find Your Court	p.Select A Measure	ReadMe	Lat	Location	Lon	NTA Code	Name	Neighborhood	Notable?	Number of Records	Overall	Quality	Borough	Size	Surface	Table Name	URL v2	URL
15	100	Mediocre	2	60	Hi	40.7222	Grand & Canal Sts.	-74.0051	MN24	Grand & Canal Courts	SoHo	N	1	60	20	Manhattan	5	20	Manhattan	https://i.imgsafe.org/da/da48783233.jpeg	https://i.imgur.com/2WUoATR.jpg
5	100	Poor	2	40	Hi	40.7159	Columbia & Delancey Sts.	-73.9819	MN28	Gulick Playground	Lower East Side	N	1	40	15	Manhattan	15	5	Manhattan	https://i.imgsafe.org/da/da487cdeeb.jpeg	https://i.imgur.com/acELKyO.jpg
15	100	Mediocre	2	50	Hi	40.7636	W. 49 St. between 9 and 10 Aves.	-73.9902	MN17	Gutenberg Playground	Midtown	N	1	50	10	Manhattan	15	10	Manhattan	https://i.imgsafe.org/da/da487dfd13.jpeg	https://i.imgur.com/bf2sJAc.jpg
20	100	Mediocre	2	65	Hi	40.7194	128 Pitt St.	-73.9806	MN28	Hamilton Fish Playground	Lower East Side	N	1	65	20	Manhattan	10	15	Manhattan	https://i.imgsafe.org/da/da48841805.jpeg	https://i.imgur.com/8eYP7ue.jpg
20	100	Very Good	2	75	Hi	40.7956	W. 98 Sts. & Amsterdam Ave.	-73.9683	MN12	Happy Warrior Playground	Upper West Side	N	1	75	20	Manhattan	20	15	Manhattan	https://i.imgsafe.org/da/da488525f3.jpeg	https://i.imgur.com/far1qnM.jpg
5	100	Poor	2	35	Hi	40.826	151 to 154 Sts. and Hudson River Drive	-73.9348	MN03	Harlem Lane Playground	Harlem	N	1	35	10	Manhattan	15	5	Manhattan	https://i.imgsafe.org/da/da488ad233.jpeg	https://i.imgur.com/706M56k.jpg
10	100	Poor	2	40	Hi	40.763	W. 47 St. & 10 Ave.	-73.9926	MN17	Hell's Kitchen Park	Midtown	N	1	40	10	Manhattan	10	10	Manhattan	https://i.imgsafe.org/da/da488af3eb.jpeg	https://i.imgur.com/cHoIB9E.jpg
20	100	Mediocre	2	70	Hi	40.7832	W. 76 St. & Riverside Drive	-73.985	MN12	Henry Neufeld Playground	Upper West Side	N	1	70	15	Manhattan	20	15	Manhattan	https://i.imgsafe.org/da/da4891a304.jpeg	https://i.imgur.com/1e5439o.jpg
20	100	Mediocre	2	70	Hi	40.8448	W. 175 St. & Amsterdam Ave.	-73.9328	MN01	Highbridge Park	Inwood	N	1	70	20	Manhattan	15	15	Manhattan	https://i.imgsafe.org/da/da489265ed.jpeg	https://i.imgur.com/m7fCSl4.jpg
15	100	Mediocre	2	70	Hi	40.8135	135 St. & Lenox Terrace	-73.9387	MN33	Howard Bennett Playground	East Harlem	N	1	70	25	Manhattan	5	25	Manhattan	https://i.imgsafe.org/da/da4897f656.jpeg	https://i.imgur.com/sAvzj6i.jpg
20	100	Very Good	2	80	Hi	40.8703	207 St.	-73.922	MN01	Inwood Park	Inwood	N	1	80	25	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da4898a52b.jpeg	https://i.imgur.com/MkgAx5n.jpg
10	100	Poor	2	35	Hi	40.8466	176 St. & Ft. Washington Ave.	-73.9406	MN35	J. Hood Wright Playground	Washington Heights	N	1	35	10	Manhattan	5	10	Manhattan	https://i.imgsafe.org/da/da489dfe9a.jpeg	https://i.imgur.com/Aiu4fnx.jpg
10	100	Mediocre	2	50	Hi	40.824295	150 St. & Bradhurst Ave.	-73.942165	MN04	Jackie Robinson Park	Hamilton Heights	N	1	50	15	Manhattan	10	15	Manhattan	https://i.imgsafe.org/da/da489ed8ae.jpeg	https://i.imgur.com/tp84XRQ.jpg
20	100	Mediocre	2	70	Hi	40.7139	Jackson St. between Madison & Henry Sts.	-73.9813	MN28	Jackson Playground	Lower East Side	N	1	70	15	Manhattan	20	15	Manhattan	https://i.imgsafe.org/da/da48a4934e.jpeg	https://i.imgur.com/vgU0yTn.jpg
25	100	Mediocre	2	65	Hi	40.8591	Cabrini Blvd. & Cobrin Circle	-73.9349	MN01	Jacob Javits Playground	Inwood	N	1	65	15	Manhattan	10	15	Manhattan	https://i.imgsafe.org/da/da48a8bc64.jpeg	https://i.imgur.com/YXd0Zz3.jpg
15	100	Mediocre	2	70	Hi	40.8203	W. 136 St. & Amsterdam Ave.	-73.9524	MN03	Jacob Schiff Playground	Harlem	N	1	70	15	Manhattan	20	20	Manhattan	https://i.imgsafe.org/da/da7de7f5f7.jpeg	https://i.imgur.com/KJenn6w.jpg
15	100	Poor	2	45	Hi	40.7973	E. 115 St. & Lexington Ave.	-73.9419	MN33	James Weldon Playground	East Harlem	N	1	45	15	Manhattan	5	10	Manhattan	https://i.imgsafe.org/da/da7de7ec71.jpeg	https://i.imgur.com/8mu7etK.jpg
20	100	Mediocre	2	55	Hi	40.7687	E. 77 St. & FDR Drive	-73.9498	MN40	John Jay Park	Upper East Side	N	1	55	15	Manhattan	10	10	Manhattan	https://i.imgsafe.org/da/da7dee4ed6.jpeg	https://i.imgur.com/0MEMYpE.jpg
20	100	Mediocre	2	70	Hi	40.741838	W. 17 St. between 8 and 9 Aves.	-74.002029	MN23	Kelly Playground	West Village	N	1	70	20	Manhattan	10	20	Manhattan	https://i.imgsafe.org/da/da7df07215.jpeg	https://i.imgur.com/gshz2We.jpg
20	100	Very Good	2	85	Hi	40.721554	Water St. and Gouverneur St.	-73.977092	MN28	Lillian Wald	Lower East Side	N	1	85	20	Manhattan	20	25	Manhattan	https://i.imgsafe.org/da/da7df8b699.jpeg	https://i.imgur.com/FLu1D9f.jpg
20	100	Mediocre	2	60	Hi	40.7124	Madison St. opposite Jefferson St.	-73.9883	MN28	Little Flower Playground	Lower East Side	N	1	60	15	Manhattan	20	5	Manhattan	https://i.imgsafe.org/da/da7dfb8f2d.jpeg	https://i.imgur.com/0T2zjmd.jpg
20	100	Mediocre	2	70	Hi	40.8033	E. 120 to 124 Sts. and Madison Ave.	-73.9431	MN03	Marcus Garvey Park	Harlem	N	1	70	15	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da7e006fc0.jpeg	https://i.imgur.com/5xxTUS1.jpg
15	100	Mediocre	2	55	Hi	40.799985	113 to 114 St. and Lenox Ave.	-73.950453	MN03	Martin Luther King Jr. Park	Harlem	N	1	55	15	Manhattan	15	10	Manhattan	https://i.imgsafe.org/da/da7e03899d.jpeg	https://i.imgur.com/OakQ1oh.jpg
15	100	Mediocre	2	60	Hi	40.7771	W 70 St., West End Ave, and Amsterdam Ave.	-73.9837	MN12	Matthew Sapolin Playground	Upper West Side	N	1	60	10	Manhattan	20	15	Manhattan	https://i.imgsafe.org/da/da7e09a3a5.jpeg	https://i.imgur.com/PJNzCDC.jpg
15	100	Mediocre	2	55	Hi	40.7614	W. 46 St. between 9 and 10 Aves.	-73.9926	MN17	May Mathews Playground	Midtown	N	1	55	20	Manhattan	10	10	Manhattan	https://i.imgsafe.org/da/da7e0a7709.jpeg	https://i.imgur.com/9CHWIeg.jpg
20	100	Mediocre	2	60	Hi	40.759	W. 43 St. between 8 and 9 Aves.	-73.9911	MN17	McCaffrey Playground	Midtown	N	1	60	15	Manhattan	10	15	Manhattan	https://i.imgsafe.org/da/da97829375.jpeg	https://i.imgur.com/vASphr0.jpg
10	100	Poor	2	40	Hi	40.7242	Ave. A between E. 3 St. and E. 4 St.	-73.9857	MN50	McKinley Playground	East Village	N	1	40	10	Manhattan	10	10	Manhattan	https://i.imgsafe.org/da/da974c50fd.jpeg	https://i.imgur.com/B52RmHp.jpg
15	100	Mediocre	2	50	Hi	40.8095	E. 131 St. & Madison Ave.	-73.9386	MN33	Moore Playground	East Harlem	N	1	50	15	Manhattan	10	10	Manhattan	https://i.imgsafe.org/da/da7e1a0283.jpeg	https://i.imgur.com/5BuEZYz.jpg
5	100	Poor	2	35	Hi	40.806006	W. 118 St. & Morningside	-73.959097	MN09	Morningside Park (Central)	Morningside Heights	N	1	35	10	Manhattan	10	10	Manhattan	https://i.imgsafe.org/da/da7e1c0308.jpeg	https://i.imgur.com/pHLkJFk.jpg
5	100	Poor	2	30	Hi	40.802444	W. 113 St. & Morningside	-73.959725	MN09	Morningside Park (South)	Morningside Heights	N	1	30	10	Manhattan	5	10	Manhattan	https://i.imgsafe.org/da/da7e20ec6d.jpeg	https://i.imgur.com/xJGyXaw.jpg
5	100	Poor	2	45	Hi	40.7304	Ave. C & E. 17 St.	-73.9738	MN21	Murphy Playground	Gramercy	N	1	45	15	Manhattan	5	20	Manhattan	https://i.imgsafe.org/da/da7e22b832.jpeg	https://i.imgur.com/l7RtTi0.jpg
15	100	Mediocre	2	60	Hi	40.729311	12th St. between Ave A and 1st Ave	-73.982583	MN50	Open Road Park	East Village	N	1	60	10	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da7e273add.jpeg	https://i.imgur.com/XtWX9vt.jpg
15	100	Mediocre	2	55	Hi	40.7478	W. 26 St. between 8 and 9 Aves.	-73.9989	MN23	Penn South Playground	West Village	N	1	55	15	Manhattan	15	10	Manhattan	https://i.imgsafe.org/da/da7e28934f.jpeg	https://i.imgur.com/vFbPmao.jpg
15	100	Mediocre	2	60	Hi	40.7363	2 Ave., E. 20 St. and E. 21 St.	-73.9818	MN21	Peters Field Playground	Gramercy	N	1	60	15	Manhattan	15	15	Manhattan	https://i.imgsafe.org/da/da7e2d6c91.jpeg	https://i.imgur.com/v50nUKz.jpg
10	100	Poor	2	40	Hi	40.787	103rd St. & FDR Drive	-73.9393	MN33	Playground 103	East Harlem	N	1	40	10	Manhattan	15	5	Manhattan	https://i.imgsafe.org/da/da7e2eb9d4.jpeg	https://i.imgur.com/YfQjFEW.jpg
10	100	Poor	2	45	Hi	40.811	Morningside Ave. and W. 123 to 124 Sts.	-73.956	MN09	Playground 125	Morningside Heights	N	1	45	10	Manhattan	15	10	Manhattan	https://i.imgsafe.org/da/da7e34c293.jpeg	https://i.imgur.com/TxPj8kI.jpg
15	100	Mediocre	2	55	Hi	40.7122	Madison and Catherine Sts. to Oliver St.	-73.9974	MN27	Playground One	Chinatown	N	1	55	10	Manhattan	15	15	Manhattan	https://i.imgsafe.org/da/da7e36e3de.jpeg	https://i.imgur.com/AvTPEOv.jpg
15	100	Mediocre	2	60	Hi	40.7926	E. 109 St. & 3 Ave.	-73.9433	MN33	Poor Richard Playground	East Harlem	N	1	60	15	Manhattan	15	15	Manhattan	https://i.imgsafe.org/da/da7e3c784a.jpeg	https://i.imgur.com/iL2UT1C.jpg
10	100	Mediocre	2	50	Hi	40.7975	E. 118 St. & 2 Ave.	-73.9356	MN33	PS 155 Playground	East Harlem	N	1	50	15	Manhattan	15	10	Manhattan	https://i.imgsafe.org/da/da7e3d0737.jpeg	https://i.imgur.com/HiBAJk0.jpg
15	100	Mediocre	2	55	Hi	40.7615	W. 47 St. between 8 and 9 Aves.	-73.9892	MN17	Ramon Aponte Playground	Midtown	N	1	55	15	Manhattan	10	15	Manhattan	https://i.imgsafe.org/da/da7e4797d0.jpeg	https://i.imgur.com/Y0MNHpY.jpg
15	100	Mediocre	2	60	Hi	40.8211	143 to 144 St. and 8 Ave.	-73.9415	MN04	Renaissance Playground	Hamilton Heights	N	1	60	15	Manhattan	15	15	Manhattan	https://i.imgsafe.org/da/da7e492e6a.jpeg	https://i.imgur.com/cGVzG3g.jpg
20	100	Very Good	2	80	Hi	40.8257	148 St. & Henry Hudson Parkway	-73.9538	MN04	Riverbank Park	Hamilton Heights	N	1	80	25	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da7e4d236b.jpeg	https://i.imgur.com/laitl6S.jpg
10	100	Mediocre	2	60	Hi	40.7484	E. 41 St. & FDR Drive	-73.9693	MN19	Robert Moses Playground	Midtown East	N	1	60	15	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da7e4f25c3.jpeg	https://i.imgur.com/hxgFF89.jpg
5	100	Poor	2	30	Hi	40.7484	E. 121 St. & 2 Ave.	-73.9693	MN33	Robert Wagner Playground	East Harlem	N	1	30	15	Manhattan	5	5	Manhattan	https://i.imgsafe.org/da/da7e545824.jpeg	https://i.imgur.com/HT96Z3P.jpg
25	100	Very Good	2	95	Hi	40.829554	156 St. & 8 Ave.	-73.93647	MN03	Rucker Park	Harlem	Y	1	95	25	Manhattan	20	25	Manhattan	https://i.imgsafe.org/da/da7e589334.jpeg	https://i.imgur.com/bX3JCwP.jpg
10	100	Poor	2	40	Hi	40.7738	W. 63 to 64 Sts. between West End & Amsterdam Aves.	-73.9867	MN12	Samuel Bennerson	Upper West Side	N	1	40	5	Manhattan	10	15	Manhattan	https://i.imgsafe.org/da/da988cf667.jpeg	https://i.imgur.com/MpkRxrc.jpg
15	100	Mediocre	2	60	Hi	40.722123	Delancey St. between Forsythe and Christie Sts.	-73.991276	MN28	Sara D. Roosevelt Park (Middle)	Lower East Side	N	1	60	20	Manhattan	10	15	Manhattan	https://i.imgsafe.org/da/da98947680.jpeg	https://i.imgur.com/Qs8n5Wf.jpg
15	100	Very Good	2	75	Hi	40.723147	Stanton St.	-73.990884	MN28	Sara D. Roosevelt Park (North)	Lower East Side	N	1	75	25	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da9893c3b9.jpeg	https://i.imgur.com/XHiG4rc.jpg
25	100	Very Good	2	85	Hi	40.717438	Canal to Hester Sts.	-73.993725	MN28	Sara D. Roosevelt Park (South)	Lower East Side	Y	1	85	20	Manhattan	15	25	Manhattan	https://i.imgsafe.org/da/da989b3558.jpeg	https://i.imgur.com/w4nx0dB.jpg
25	100	Very Good	2	85	Hi	40.7853	Lexington Ave. & E. 95 St.	-73.9511	MN40	Seabury Playground	Upper East Side	N	1	85	25	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da989b9b82.jpeg	https://i.imgur.com/9xr8oSX.jpg
15	100	Mediocre	2	70	Hi	40.7148	Canal, Hester and Jefferson Sts.	-73.9892	MN28	Seward Park	Lower East Side	N	1	70	20	Manhattan	20	15	Manhattan	https://i.imgsafe.org/da/da98a2cc76.jpeg	https://i.imgur.com/NwahPyZ.jpg
5	100	Mediocre	2	60	Hi	40.7151	Lewis & Delancey Sts.	-73.9798	MN28	Sidney Hillman Playground	Lower East Side	N	1	60	20	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da98a34006.jpeg	https://i.imgur.com/bpFBSXt.jpg
15	100	Poor	2	45	Hi	40.7896	W. 70 St. between Central Park West and Columbus Ave.	-73.9685	MN12	Sol Bloom Playground	Upper West Side	N	1	45	10	Manhattan	10	10	Manhattan	https://i.imgsafe.org/da/da98a9fc42.jpeg	https://i.imgur.com/7bpWVmn.jpg
10	100	Mediocre	2	65	Hi	40.7144	E. Broadway, between Pitt and Grand St.	-73.9839	MN28	Sol Lain Playground	Lower East Side	N	1	65	20	Manhattan	10	25	Manhattan	https://i.imgsafe.org/da/da98aaeb79.jpeg	https://i.imgur.com/QXb9NTV.jpg
15	100	Mediocre	2	70	Hi	40.7654	1 Ave. and E. 67 to 68 Sts.	-73.9592	MN40	St. Catherine's Park	Upper East Side	N	1	70	15	Manhattan	20	20	Manhattan	https://i.imgsafe.org/da/da98b11e2f.jpeg	https://i.imgur.com/2M0n6Ck.jpg
20	100	Very Good	2	75	Hi	40.820353	W. 141 St. & St. Nicholas Ave.	-73.946877	MN04	St. Nicholas Park (North)	Hamilton Heights	N	1	75	20	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da98b1d4de.jpeg	https://i.imgur.com/JT0xzRV.jpg
15	100	Mediocre	2	70	Hi	40.816242	W. 133 St. & St. Nicholas Ave.	-73.948733	MN03	St. Nicholas Park (South)	Harlem	N	1	70	20	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da98b7980e.jpeg	https://i.imgur.com/118sCXi.jpg
20	100	Very Good	2	75	Hi	40.8123	129 to 130 St. & 7 Ave.	-73.9469	MN03	St. Nicholas Playground (North)	Harlem	N	1	75	20	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da98b96e6c.jpeg	https://i.imgur.com/DL52KEC.jpg
15	100	Mediocre	2	70	Hi	40.8111	128 St. & 7 Ave.	-73.9475	MN03	St. Nicholas Playground (South)	Harlem	N	1	70	20	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da98be5038.jpeg	https://i.imgur.com/ejvlvCv.jpg
15	100	Mediocre	2	65	Hi	40.7457	2 Ave. and E. 35 to E. 36 Sts.	-73.9746	MN19	St. Vartan's Playground	Midtown East	N	1	65	15	Manhattan	10	25	Manhattan	https://i.imgsafe.org/da/da98c030d3.jpeg	https://i.imgur.com/8xiLuGn.jpg
10	100	Mediocre	2	55	Hi	40.7835	1 Ave. & E. 96 St.	-73.9442	MN40	Stanley Isaacs Playground	Upper East Side	N	1	55	10	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da98c59587.jpeg	https://i.imgur.com/S4KK8O7.jpg
20	100	Very Good	2	80	Hi	40.73249	First Ave Loop and Stuyvesant Walk	-73.97951	MN50	Stuyvesant Town Courts	East Village	N	1	80	20	Manhattan	20	20	Manhattan	https://i.imgsafe.org/da/da98c62e0b.jpeg	https://i.imgur.com/P0Eq3qU.jpg
15	100	Mediocre	2	70	Hi	40.8376	W. 167 St. & Edgecombe Ave.	-73.9362	MN35	Sunken Playground	Washington Heights	N	1	70	20	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da98cb6152.jpeg	https://i.imgur.com/GU2oIqY.jpg
10	100	Poor	2	45	Hi	40.7101	Cherry St. to Water St.	-73.9948	MN28	Tanahey Playground	Lower East Side	N	1	45	5	Manhattan	20	10	Manhattan	https://i.imgsafe.org/da/daafb9e016.jpeg	https://i.imgur.com/crOjjIF.jpg
5	100	Mediocre	2	50	Hi	40.7816	W. 77 St. & Amsterdam Ave.	-73.9785	MN12	Tecumseh Playground	Upper West Side	N	1	50	15	Manhattan	10	20	Manhattan	https://i.imgsafe.org/da/daafbd345d.jpeg	https://i.imgur.com/aPo5tJY.jpg
25	100	Very Good	2	80	Hi	40.7923	2180 1 Ave.	-73.9356	MN33	Thomas Jefferson Park	East Harlem	N	1	80	15	Manhattan	20	20	Manhattan	https://i.imgsafe.org/da/daafc4307c.jpeg	https://i.imgur.com/byTi7na.jpg
25	100	Mediocre	2	65	Hi	40.7268	E 10 St. & Ave. B	-73.9807	MN50	Tompkins Sq. Park	East Village	Y	1	65	10	Manhattan	20	10	Manhattan	https://i.imgsafe.org/da/daafc6646e.jpeg	https://i.imgur.com/vgbPtse.jpg
15	100	Poor	2	45	Hi	40.70956	Robert F Wagner Sr Place	-73.999592	MN28	Two Bridges Park	Lower East Side	N	1	45	5	Manhattan	10	15	Manhattan	https://i.imgsafe.org/da/daafcc69ef.jpeg	https://i.imgur.com/iYEQ4kD.jpg
10	100	Poor	2	35	Hi	40.725337	Thompson & Spring Sts.	-74.002547	MN24	Vesuvio Playground	SoHo	N	1	35	15	Manhattan	5	5	Manhattan	https://i.imgsafe.org/da/daafce1437.jpeg	https://i.imgur.com/e2WeIs0.jpg
20	100	Very Good	2	80	Hi	40.8533	W. 189 St. & Amsterdam Ave.	-73.9267	MN01	Wallenburg Playground	Inwood	N	1	80	20	Manhattan	20	20	Manhattan	https://i.imgsafe.org/da/daafb5a746.jpeg	https://i.imgur.com/5MFhklo.jpg
20	100	Mediocre	2	70	Hi	40.7171	Chambers St. between Greenwich St. and West St.	-74.012	MN24	Washington Market Park	SoHo	N	1	70	20	Manhattan	10	20	Manhattan	https://i.imgsafe.org/da/da98712319.jpeg	https://i.imgur.com/dGKBeHx.jpg
10	100	Poor	2	35	Hi	40.851819	W. 186 St & Audubon Ave	-73.930102	MN35	West 186th Street Playground	Washington Heights	N	1	35	10	Manhattan	10	5	Manhattan	https://i.imgsafe.org/da/da9876ffb0.jpeg	https://i.imgur.com/gvORxCs.jpg
25	100	Very Good	2	90	Hi	40.7311	W. 4th St. & 6th Avenue	-74.0011	MN23	West 4th St. Courts	West Village	Y	1	90	25	Manhattan	15	25	Manhattan	https://i.imgsafe.org/da/da9875a16c.jpeg	https://i.imgur.com/bxlzGXr.jpg
10	100	Mediocre	2	60	Hi	40.7919	E. 105 St. & Lexington Ave.	-73.9459	MN33	White Playground	East Harlem	N	1	60	15	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da987e72a1.jpeg	https://i.imgur.com/Oopq8XR.jpg
15	100	Mediocre	2	70	Hi	40.728585	6th Ave. and Houston St	-74.002377	MN23	William F. Passannante Playground	West Village	N	1	70	15	Manhattan	20	20	Manhattan	https://i.imgsafe.org/da/da9884593d.jpeg	https://i.imgur.com/rlSzdKn.jpg
5	100	Poor	2	35	Hi	40.8157	138 St. between Lenox and 5 Ave.	-73.938	MN03	William McCray Playground	Harlem	N	1	35	15	Manhattan	10	5	Manhattan	https://i.imgsafe.org/da/da987d2628.jpeg	https://i.imgur.com/29SUA3i.jpg
10	100	Mediocre	2	60	Hi	40.831688	St. Nicholas Ave and Manhattan Ave	-73.941768	MN03	Wright Brothers Playground	Harlem	N	1	60	15	Manhattan	15	20	Manhattan	https://i.imgsafe.org/da/da98858fae.jpeg	https://i.imgur.com/5yghm3k.jpg
